          x, m           t, s      e-, kg/m3       N, kg/m3       O, kg/m3      N+, kg/m3      O+, kg/m3      N2, kg/m3      NO, kg/m3      O2, kg/m3     NO+, kg/m3     N2+, kg/m3     O2+, kg/m3         Tve, K         u, m/s          p, Pa         Ttr, K     rho, kg/m3         Pp, Pa       Ht, J/kg         TOF, s         POI, m          Ev, J           E, J 

 0.4000000E-02  0.1047760E-05  0.7489752E-11  0.6067586E-04  0.1976054E-02  0.2691881E-11  0.1407109E-09  0.1078891E-01  0.9282064E-03  0.9541771E-03  0.4056327E-06  0.5781117E-10  0.4003117E-08  0.5449495E+04 -0.3817668E+04  0.2528250E+05  0.5300742E+04  0.1470843E-01  0.2143693E+06  0.8960167E+07  0.6875800E-04  0.1860257E+02  0.1643553E+05  0.2121874E+06 
 0.4125000E-02  0.1080139E-05  0.7461590E-11  0.6054732E-04  0.2008671E-02  0.2539682E-11  0.1411339E-09  0.1081330E-01  0.9452930E-03  0.9222385E-03  0.4043727E-06  0.5459006E-10  0.3707079E-08  0.5420343E+04 -0.3818953E+04  0.2529105E+05  0.5279792E+04  0.1475045E-01  0.2151265E+06  0.8960146E+07  0.6875800E-04  0.1860257E+02  0.1631378E+05  0.2129380E+06 
 0.4250000E-02  0.1112519E-05  0.7426546E-11  0.6039958E-04  0.2039575E-02  0.2402105E-11  0.1413682E-09  0.1083662E-01  0.9609422E-03  0.8922459E-03  0.4027057E-06  0.5166985E-10  0.3443656E-08  0.5393019E+04 -0.3820161E+04  0.2529909E+05  0.5260129E+04  0.1479019E-01  0.2158426E+06  0.8960127E+07  0.6875800E-04  0.1860257E+02  0.1619985E+05  0.2136477E+06 
 0.4375000E-02  0.1144898E-05  0.7386441E-11  0.6023907E-04  0.2068913E-02  0.2277541E-11  0.1414416E-09  0.1085899E-01  0.9752505E-03  0.8640497E-03  0.4007353E-06  0.4901626E-10  0.3208577E-08  0.5367383E+04 -0.3821301E+04  0.2530667E+05  0.5241626E+04  0.1482785E-01  0.2165212E+06  0.8960110E+07  0.6875800E-04  0.1860257E+02  0.1609316E+05  0.2143204E+06 
 0.4500000E-02  0.1177278E-05  0.7342745E-11  0.6007090E-04  0.2096817E-02  0.2164566E-11  0.1413779E-09  0.1088050E-01  0.9883083E-03  0.8375136E-03  0.3985452E-06  0.4659966E-10  0.2998196E-08  0.5343305E+04 -0.3822378E+04  0.2531384E+05  0.5224170E+04  0.1486361E-01  0.2171658E+06  0.8960095E+07  0.6875800E-04  0.1860257E+02  0.1599314E+05  0.2149593E+06 
 0.4625000E-02  0.1209657E-05  0.7296633E-11  0.5989905E-04  0.2123403E-02  0.2061923E-11  0.1411974E-09  0.1090122E-01  0.1000200E-02  0.8125133E-03  0.3962026E-06  0.4439431E-10  0.2809390E-08  0.5320662E+04 -0.3823398E+04  0.2532063E+05  0.5207665E+04  0.1489763E-01  0.2177791E+06  0.8960082E+07  0.6875800E-04  0.1860257E+02  0.1589925E+05  0.2155673E+06 
 0.4750000E-02  0.1242036E-05  0.7249039E-11  0.5972667E-04  0.2148775E-02  0.1968499E-11  0.1409177E-09  0.1092123E-01  0.1011004E-02  0.7889353E-03  0.3937612E-06  0.4237771E-10  0.2639483E-08  0.5299339E+04 -0.3824366E+04  0.2532707E+05  0.5192028E+04  0.1493006E-01  0.2183637E+06  0.8960070E+07  0.6875800E-04  0.1860257E+02  0.1581101E+05  0.2161467E+06 
 0.4875000E-02  0.1274415E-05  0.7200700E-11  0.5955620E-04  0.2173024E-02  0.1883313E-11  0.1405538E-09  0.1094057E-01  0.1020793E-02  0.7666763E-03  0.3912635E-06  0.4053009E-10  0.2486174E-08  0.5279230E+04 -0.3825286E+04  0.2533319E+05  0.5177184E+04  0.1496102E-01  0.2189217E+06  0.8960060E+07  0.6875800E-04  0.1860257E+02  0.1572794E+05  0.2166998E+06 
 0.5000000E-02  0.1306793E-05  0.7152193E-11  0.5938948E-04  0.2196236E-02  0.1805497E-11  0.1401185E-09  0.1095931E-01  0.1029636E-02  0.7456417E-03  0.3887429E-06  0.3883406E-10  0.2347482E-08  0.5260238E+04 -0.3826162E+04  0.2533902E+05  0.5163070E+04  0.1499060E-01  0.2194551E+06  0.8960050E+07  0.6875800E-04  0.1860257E+02  0.1564961E+05  0.2172286E+06 
 0.5125000E-02  0.1339170E-05  0.7103966E-11  0.5922794E-04  0.2218484E-02  0.1734284E-11  0.1396231E-09  0.1097748E-01  0.1037596E-02  0.7257452E-03  0.3862254E-06  0.3727428E-10  0.2221694E-08  0.5242274E+04 -0.3826997E+04  0.2534457E+05  0.5149627E+04  0.1501892E-01  0.2199657E+06  0.8960042E+07  0.6875800E-04  0.1860257E+02  0.1557565E+05  0.2177346E+06 
 0.5250000E-02  0.1371547E-05  0.7056363E-11  0.5907261E-04  0.2239836E-02  0.1668997E-11  0.1390770E-09  0.1099511E-01  0.1044732E-02  0.7069080E-03  0.3837313E-06  0.3583715E-10  0.2107332E-08  0.5225258E+04 -0.3827794E+04  0.2534988E+05  0.5136804E+04  0.1504605E-01  0.2204549E+06  0.8960034E+07  0.6875800E-04  0.1860257E+02  0.1550570E+05  0.2182196E+06 
 0.5375000E-02  0.1403923E-05  0.7009641E-11  0.5892427E-04  0.2260354E-02  0.1609036E-11  0.1384886E-09  0.1101226E-01  0.1051100E-02  0.6890575E-03  0.3812758E-06  0.3451064E-10  0.2003109E-08  0.5209116E+04 -0.3828557E+04  0.2535495E+05  0.5124555E+04  0.1507208E-01  0.2209242E+06  0.8960027E+07  0.6875800E-04  0.1860257E+02  0.1543943E+05  0.2186848E+06 
 0.5500000E-02  0.1436299E-05  0.6963992E-11  0.5878344E-04  0.2280094E-02  0.1553868E-11  0.1378649E-09  0.1102893E-01  0.1056750E-02  0.6721275E-03  0.3788705E-06  0.3328406E-10  0.1907908E-08  0.5193782E+04 -0.3829286E+04  0.2535980E+05  0.5112839E+04  0.1509707E-01  0.2213748E+06  0.8960021E+07  0.6875800E-04  0.1860257E+02  0.1537656E+05  0.2191315E+06 
 0.5625000E-02  0.1468674E-05  0.6919555E-11  0.5865047E-04  0.2299105E-02  0.1503024E-11  0.1372121E-09  0.1104517E-01  0.1061730E-02  0.6560570E-03  0.3765239E-06  0.3214792E-10  0.1820755E-08  0.5179194E+04 -0.3829985E+04  0.2536446E+05  0.5101618E+04  0.1512109E-01  0.2218080E+06  0.8960015E+07  0.6875800E-04  0.1860257E+02  0.1531681E+05  0.2195609E+06 
 0.5750000E-02  0.1501049E-05  0.6876425E-11  0.5852557E-04  0.2317434E-02  0.1456084E-11  0.1365355E-09  0.1106099E-01  0.1066084E-02  0.6407899E-03  0.3742420E-06  0.3109375E-10  0.1740798E-08  0.5165296E+04 -0.3830656E+04  0.2536892E+05  0.5090859E+04  0.1514420E-01  0.2222249E+06  0.8960010E+07  0.6875800E-04  0.1860257E+02  0.1525996E+05  0.2199741E+06 
 0.5875000E-02  0.1533422E-05  0.6834663E-11  0.5840882E-04  0.2335123E-02  0.1412677E-11  0.1358397E-09  0.1107642E-01  0.1069855E-02  0.6262746E-03  0.3720289E-06  0.3011402E-10  0.1667292E-08  0.5152040E+04 -0.3831299E+04  0.2537320E+05  0.5080530E+04  0.1516646E-01  0.2226262E+06  0.8960005E+07  0.6875800E-04  0.1860257E+02  0.1520578E+05  0.2203720E+06 
 0.6000000E-02  0.1565796E-05  0.6794304E-11  0.5830024E-04  0.2352211E-02  0.1372473E-11  0.1351286E-09  0.1109148E-01  0.1073080E-02  0.6124633E-03  0.3698870E-06  0.2920199E-10  0.1599580E-08  0.5139379E+04 -0.3831918E+04  0.2537732E+05  0.5070605E+04  0.1518791E-01  0.2230131E+06  0.8960000E+07  0.6875800E-04  0.1860257E+02  0.1515407E+05  0.2207555E+06 
 0.6125000E-02  0.1598168E-05  0.6755363E-11  0.5819976E-04  0.2368734E-02  0.1335175E-11  0.1344057E-09  0.1110619E-01  0.1075796E-02  0.5993122E-03  0.3678177E-06  0.2835163E-10  0.1537086E-08  0.5127271E+04 -0.3832513E+04  0.2538128E+05  0.5061057E+04  0.1520860E-01  0.2233863E+06  0.8959996E+07  0.6875800E-04  0.1860257E+02  0.1510466E+05  0.2211254E+06 
 0.6250000E-02  0.1630540E-05  0.6717837E-11  0.5810727E-04  0.2384723E-02  0.1300521E-11  0.1336739E-09  0.1112055E-01  0.1078036E-02  0.5867805E-03  0.3658214E-06  0.2755756E-10  0.1479300E-08  0.5115679E+04 -0.3833086E+04  0.2538509E+05  0.5051864E+04  0.1522857E-01  0.2237465E+06  0.8959992E+07  0.6875800E-04  0.1860257E+02  0.1505738E+05  0.2214825E+06 
 0.6375000E-02  0.1662911E-05  0.6681713E-11  0.5802260E-04  0.2400210E-02  0.1268276E-11  0.1329358E-09  0.1113460E-01  0.1079833E-02  0.5748306E-03  0.3638977E-06  0.2681494E-10  0.1425773E-08  0.5104567E+04 -0.3833638E+04  0.2538876E+05  0.5043003E+04  0.1524786E-01  0.2240946E+06  0.8959989E+07  0.6875800E-04  0.1860257E+02  0.1501208E+05  0.2218275E+06 
 0.6500000E-02  0.1695282E-05  0.6646965E-11  0.5794558E-04  0.2415221E-02  0.1238230E-11  0.1321936E-09  0.1114835E-01  0.1081215E-02  0.5634274E-03  0.3620456E-06  0.2611942E-10  0.1376103E-08  0.5093904E+04 -0.3834171E+04  0.2539231E+05  0.5034455E+04  0.1526652E-01  0.2244311E+06  0.8959985E+07  0.6875800E-04  0.1860257E+02  0.1496863E+05  0.2221611E+06 
 0.6625000E-02  0.1727652E-05  0.6613564E-11  0.5787599E-04  0.2429784E-02  0.1210192E-11  0.1314493E-09  0.1116180E-01  0.1082210E-02  0.5525386E-03  0.3602639E-06  0.2546710E-10  0.1329937E-08  0.5083661E+04 -0.3834685E+04  0.2539573E+05  0.5026201E+04  0.1528457E-01  0.2247566E+06  0.8959982E+07  0.6875800E-04  0.1860257E+02  0.1492691E+05  0.2224838E+06 
 0.6750000E-02  0.1760021E-05  0.6581473E-11  0.5781362E-04  0.2443921E-02  0.1183994E-11  0.1307044E-09  0.1117497E-01  0.1082844E-02  0.5421340E-03  0.3585508E-06  0.2485443E-10  0.1286958E-08  0.5073811E+04 -0.3835182E+04  0.2539903E+05  0.5018225E+04  0.1530204E-01  0.2250719E+06  0.8959980E+07  0.6875800E-04  0.1860257E+02  0.1488680E+05  0.2227963E+06 
 0.6875000E-02  0.1792390E-05  0.6550653E-11  0.5775823E-04  0.2457654E-02  0.1159484E-11  0.1299604E-09  0.1118787E-01  0.1083141E-02  0.5321856E-03  0.3569045E-06  0.2427826E-10  0.1246884E-08  0.5064329E+04 -0.3835662E+04  0.2540222E+05  0.5010512E+04  0.1531897E-01  0.2253773E+06  0.8959977E+07  0.6875800E-04  0.1860257E+02  0.1484821E+05  0.2230990E+06 
 0.7000000E-02  0.1824758E-05  0.6521062E-11  0.5770958E-04  0.2471005E-02  0.1136523E-11  0.1292186E-09  0.1120052E-01  0.1083123E-02  0.5226672E-03  0.3553229E-06  0.2373569E-10  0.1209463E-08  0.5055194E+04 -0.3836126E+04  0.2540531E+05  0.5003046E+04  0.1533538E-01  0.2256733E+06  0.8959974E+07  0.6875800E-04  0.1860257E+02  0.1481102E+05  0.2233926E+06 
 0.7125000E-02  0.1857125E-05  0.6492657E-11  0.5766743E-04  0.2483992E-02  0.1114987E-11  0.1284800E-09  0.1121292E-01  0.1082812E-02  0.5135546E-03  0.3538038E-06  0.2322413E-10  0.1174469E-08  0.5046385E+04 -0.3836575E+04  0.2540830E+05  0.4995815E+04  0.1535130E-01  0.2259606E+06  0.8959972E+07  0.6875800E-04  0.1860257E+02  0.1477517E+05  0.2236773E+06 
 0.7250000E-02  0.1889492E-05  0.6465393E-11  0.5763155E-04  0.2496634E-02  0.1094765E-11  0.1277455E-09  0.1122509E-01  0.1082227E-02  0.5048250E-03  0.3523450E-06  0.2274121E-10  0.1141698E-08  0.5037881E+04 -0.3837011E+04  0.2541120E+05  0.4988805E+04  0.1536676E-01  0.2262394E+06  0.8959970E+07  0.6875800E-04  0.1860257E+02  0.1474057E+05  0.2239537E+06 
 0.7375000E-02  0.1921858E-05  0.6439227E-11  0.5760169E-04  0.2508946E-02  0.1075755E-11  0.1270159E-09  0.1123702E-01  0.1081387E-02  0.4964571E-03  0.3509444E-06  0.2228480E-10  0.1110967E-08  0.5029667E+04 -0.3837433E+04  0.2541401E+05  0.4982006E+04  0.1538177E-01  0.2265103E+06  0.8959968E+07  0.6875800E-04  0.1860257E+02  0.1470714E+05  0.2242222E+06 
